Trace,Scenario,TraceNumber,Median,Max,Min,SD,IQR,MaxDroughtLength,Driest10yr,Wettest10yr,demand,mead,powell,InitCombinedStorage,Neuron,Cluster
864,npc_cmip3,567,16.92685752,22.83980007,9.931494515,3.622485053,6.261675235,2,14.97040561,17.41464167,5.480792643,1076.483039,3619.75676,22.60725832,28,1
867,npc_cmip3,570,15.65767141,24.53817344,7.768291661,4.52994841,8.267584658,2,13.94111092,17.12150564,5.133691609,1062.585521,3592.489542,18.94944297,30,2
868,npc_cmip3,571,16.1737642,24.53808944,8.975486325,4.248664176,6.479689565,2,14.73343009,19.03158208,5.968768316,1039.614752,3539.800957,13.3876039,28,1
903,npc_cmip3,606,12.70523869,21.93075929,8.686742596,3.961890917,7.06673073,4,11.87892861,15.47561235,5.224920395,1060.049992,3575.421437,17.36015075,49,5
929,npc_cmip3,632,12.66026974,26.9879756,8.144958759,5.166164407,9.672307706,6,12.77105427,15.24414413,4.724468347,1066.717175,3630.909396,23.01669486,30,2
937,npc_cmip3,640,15.70202442,27.33171372,8.145162759,5.725204527,9.228346135,3,14.48572133,18.73499515,4.852928095,1057.255455,3576.095659,17.20216306,42,2
944,npc_cmip3,647,14.68445212,22.95720585,8.125340899,4.76454856,8.67770515,4,11.95680512,18.42680592,5.112412171,1034.748323,3552.293153,13.87312086,1,1
954,npc_cmip3,657,15.06848185,19.48848959,8.41818005,3.83710834,7.311236695,4,13.48253321,15.47874315,4.595365411,1085.54639,3643.709257,26.02334265,15,1
955,npc_cmip3,658,14.02160429,19.00383622,8.83429872,3.343646014,5.532756212,5,12.49890558,15.47708408,5.23005803,1059.807145,3621.372917,21.46133986,33,3
965,npc_cmip3,668,13.91697297,19.58800493,8.41820405,3.682444537,6.423915376,3,12.9673272,14.91261927,5.539080508,1104.81941,3654.3488,29.02045827,33,3
989,npc_cmip3,692,13.47087747,19.58789693,8.41801205,3.8405617,8.118689328,3,12.05327926,15.09704753,5.129322405,987.0549846,3531.122401,9.673477864,50,7
1005,npc_cmip3,708,11.78677692,16.50054467,7.339424168,2.914489762,5.576021275,8,10.85558858,13.17177464,5.376381261,1097.160442,3664.439762,29.63635493,8,6
1039,npc_cmip3,742,10.27393436,22.49897964,8.497163491,3.426692996,4.950085803,16,9.392039994,13.19191608,5.666539536,1018.104272,3557.362828,13.14784184,39,10
1063,npc_cmip3,766,10.30369156,15.92145093,5.613815845,2.526710578,3.989941935,27,8.664292627,9.888724845,5.613418814,1081.364777,3617.741689,22.80410591,13,11
1064,npc_cmip3,767,9.997707171,16.97441881,5.9084953,3.152163967,4.463021892,17,9.097465763,10.91903037,4.486184842,1038.048525,3586.33162,16.6532351,11,9
1065,npc_cmip3,768,8.198977051,15.2605064,5.579337136,2.778127258,4.398321837,26,7.726590339,10.43162812,5.116756292,1067.992498,3595.22348,19.60758432,13,11
1086,npc_cmip3,789,8.762107923,16.97427481,5.579397136,3.782553613,5.825698027,12,8.47735063,11.22804867,5.848788535,1101.369224,3683.855824,32.7112209,11,9
1088,npc_cmip3,791,9.997641171,16.2754065,5.579505136,2.938012041,4.268574189,11,9.283649324,11.59239468,5.186110141,1102.831056,3641.103045,27.22852404,12,10
1104,npc_cmip3,807,9.869767334,15.57829015,6.06128476,2.506823381,3.181751642,24,8.361388218,11.09185449,4.328204598,1074.980987,3619.177105,22.42545781,11,9
1110,npc_cmip3,813,9.796700576,15.57817015,6.06140476,2.528200935,2.757600724,15,8.988511676,10.81474347,5.349377034,1048.62804,3606.156897,19.13992697,12,10
1114,npc_cmip3,817,9.453664638,15.7392991,6.06130876,2.63166755,3.607536317,15,8.431268074,11.17868295,4.506194262,1043.901699,3583.703018,16.84206692,12,10
1122,npc_cmip3,825,9.83774856,15.57812215,6.06120076,2.418134123,3.066543192,19,9.814544709,11.00791352,4.451246146,1067.821633,3582.309621,18.5073083,25,8
1140,npc_cmip3,843,9.583701938,13.62093739,6.21449548,1.931876898,2.632326585,30,9.014858984,11.73138344,4.424561935,1031.710307,3564.28148,14.51251037,26,10
1142,npc_cmip3,845,9.378597133,14.00347018,6.06127276,2.151957089,2.452870354,30,9.128062554,10.3619429,5.13944364,1079.503096,3610.601633,21.94644714,12,10
1143,npc_cmip3,846,10.03056056,12.62490548,6.262107282,1.633808273,2.145515885,30,9.783934528,11.08939901,4.512782247,1068.547428,3589.01596,19.11760464,25,8
1171,npc_cmip3,874,12.54766246,19.26731344,8.460774265,2.80959937,4.368463143,5,12.40466611,13.75392504,4.823430638,1042.71608,3572.248311,15.85448789,34,3
1187,npc_cmip3,890,10.6083818,19.75775714,6.44941954,3.826241638,5.978224337,5,10.89495194,14.45677508,4.633963646,1028.01403,3575.878956,15.144573,49,5
1215,npc_cmip3,918,11.10545543,15.02229796,7.34890632,1.899933872,3.139475183,18,9.612599775,11.76280178,5.403984894,1083.652008,3620.123225,23.23921326,25,8
1230,npc_cmip3,933,10.77107373,14.95036685,7.34897832,1.743689733,2.583729148,15,9.547445937,11.25430563,4.408662698,1088.874057,3639.00708,25.7543375,24,8
1241,npc_cmip3,944,11.27347442,16.07393219,8.158537434,2.158233095,3.245034622,11,10.4169357,11.6050799,5.712981775,1107.492383,3691.085489,34.34557372,9,6
1271,npc_cmip3,974,11.80581858,16.34967743,9.139938109,2.129561626,2.81253767,10,11.37765589,12.9024965,4.288255478,1090.8906,3622.07909,24.06060052,22,5
1277,npc_cmip3,980,10.63317067,16.16181724,7.818764491,2.566139871,3.035395861,13,10.5226245,12.12797937,5.407301701,1050.000988,3587.760122,17.61093727,25,8
1282,npc_cmip3,985,11.69708106,17.04245113,6.623292693,2.79898794,3.745207974,14,10.07885666,13.00375127,4.22514916,1049.248813,3574.537298,16.49338872,23,5
1291,npc_cmip3,994,11.17845726,16.34940143,6.623556693,2.085477001,2.619350655,25,9.783003627,12.37743006,5.213091282,982.8496063,3547.44397,10.47941629,26,10
1307,npc_cmip3,1010,13.99982905,22.03913706,7.604631908,4.875308855,9.815467638,3,11.63155417,17.76653662,4.341059485,1094.478812,3629.132296,25.12800974,29,2
1318,npc_cmip3,1021,13.76558413,20.52102383,4.978561394,4.33638471,8.40944585,3,13.54271015,16.15742553,4.85050227,1071.471236,3599.297152,20.24472321,44,3
1321,npc_cmip3,1024,15.30308474,22.03917306,4.978741394,4.759624625,8.48592799,2,12.9518205,15.3396133,5.382893113,1079.203861,3624.104889,23.28485101,17,2
1365,npc_cmip3,1068,12.00853342,16.86593951,9.050796851,2.08703607,2.54305276,13,11.45988952,13.28091578,5.747880231,981.9560284,3478.835106,6.75527578,39,10
1382,npc_cmip3,1085,11.25765926,17.33907681,9.050844851,2.356205376,3.73741084,10,11.18883261,12.77845022,5.267547718,1054.40372,3586.220462,17.80447127,37,8
1387,npc_cmip3,1090,11.35818577,17.33895681,7.247836471,2.367322769,1.17352378,14,10.11180541,12.47661173,5.282896545,1055.33035,3612.920285,20.27357408,24,8
1390,npc_cmip3,1093,11.45767526,16.09106282,7.247716471,1.770309484,1.761124538,29,10.96693709,11.8705079,4.755977871,1065.905982,3605.375131,20.36030309,10,9
1402,npc_cmip3,1105,13.22767201,17.24541873,5.805936093,3.5686842,5.488333005,5,11.42822756,13.61720022,4.818505122,1097.726091,3679.509085,31.75819152,21,3
1404,npc_cmip3,1107,11.99759181,21.02569425,5.805960093,3.764673117,3.342143879,10,10.34463129,13.61238465,5.688447983,1079.703571,3615.088452,22.40024099,9,6
1410,npc_cmip3,1113,11.43998916,17.64502253,5.805912093,3.823020098,7.02483413,7,11.1791787,14.3314436,5.510156038,1069.101663,3591.894701,19.40612566,37,8
1434,npc_cmip3,1137,10.49709865,21.28782928,5.806020093,3.891666613,4.001010189,7,9.265781614,13.25098525,4.356902733,1073.646171,3585.778897,19.25504734,7,4
1437,npc_cmip3,1140,10.42180143,21.02568225,5.805876093,4.711435363,9.628629986,7,9.765742421,13.64866281,5.562341097,1030.928151,3535.290694,12.52270268,52,7
1444,npc_cmip3,1147,11.56065386,21.28781728,5.96689784,3.576881643,4.037510305,7,10.73282236,13.27328707,4.500316746,1002.70027,3556.159949,12.14622045,36,5
1451,npc_cmip3,1154,11.49260636,21.06328092,8.224633026,3.70751939,2.672295325,7,11.88557034,13.30361738,4.683135849,1055.235761,3608.461922,19.83853695,20,3
1457,npc_cmip3,1160,12.53385753,22.13361866,8.335564469,3.672020824,6.41197459,7,12.154346,15.32223235,5.766989542,1086.507292,3644.819746,26.2376413,5,4
1461,npc_cmip3,1164,11.87162144,20.45798583,9.717808823,3.214944208,3.393619582,14,11.10593472,13.7047772,5.914974611,1039.471011,3571.636283,15.58324438,9,6
1480,npc_cmip3,1183,12.04317424,21.06322092,8.224789026,4.031757293,6.779875008,9,11.24806362,16.1944822,5.299700144,1098.936588,3669.212662,30.43289909,3,2
1483,npc_cmip3,1186,14.75747702,22.13393066,8.224693026,4.497405055,8.17719921,3,14.27326434,16.68335205,5.084211717,1055.84314,3585.269524,17.83262588,29,2
1489,npc_cmip3,1192,11.87165144,22.13382266,8.224549026,4.799685582,9.47073457,6,13.26418377,15.00974047,5.597552573,1097.827153,3647.89251,27.59336113,19,3
1504,npc_cmip3,1207,11.75983401,21.25772133,6.218716766,4.50554953,9.175958995,4,10.75485688,13.12858593,4.467498162,1076.753151,3625.271536,23.20751388,22,5
1516,npc_cmip3,1219,11.01095164,18.60474834,6.439691054,3.548807713,5.689657428,13,8.788569919,12.22702059,4.758844793,1066.589919,3603.874145,20.27486048,10,9
1517,npc_cmip3,1220,13.10592319,18.02254084,7.478671485,2.961576171,5.005893555,6,12.0481213,14.27822919,5.05496857,1091.586377,3633.240338,25.32995929,20,3
1520,npc_cmip3,1223,11.41761156,17.48461925,6.191061034,3.32867107,5.638703801,13,9.81222331,12.86810537,4.346713275,1079.648013,3604.045647,21.34183734,38,8
1557,npc_cmip3,1260,12.61930458,20.75328278,8.784135675,4.342946357,9.492429105,8,11.27339593,16.7152347,4.960968142,1070.246788,3600.609553,20.26529984,34,3
1559,npc_cmip3,1262,12.94842327,24.00513443,9.337673815,4.119449472,6.290747895,4,13.14564286,15.28059624,5.647302704,1031.003416,3542.01477,12.94807833,32,3
1600,npc_cmip3,1303,10.64632184,18.76890132,9.068052597,2.946995044,1.457692515,8,11.56836855,13.14428113,4.429641439,1063.865613,3573.956376,17.53868323,35,5
1610,npc_cmip3,1313,10.84552439,17.06957689,6.907161517,2.527776278,2.41603199,7,10.40671241,12.84113609,4.899427104,1057.212674,3556.659806,15.76539199,37,8
1619,npc_cmip3,1322,10.80095814,18.76891332,8.887278554,3.334399376,5.932488536,4,11.76052198,13.94232653,5.009074381,1012.930357,3563.794641,13.28915868,50,7
1620,npc_cmip3,1323,10.92334954,17.97657991,6.907245517,2.857949135,1.919899045,9,10.81377215,13.09559854,4.251266832,1082.370778,3637.125144,24.98526776,7,4
1640,npc_cmip3,1343,11.52521233,18.53722157,9.068052597,2.530931705,2.104355833,11,11.0447556,13.77051504,5.670497866,1056.620953,3605.748975,19.68671021,37,8
1665,npc_cmip3,1368,14.67106039,19.37500066,6.492539945,3.676694098,5.724095815,5,12.98960982,15.16529577,4.86396529,1067.440254,3611.332303,21.04414924,3,2
1668,npc_cmip3,1371,14.164215,22.60303272,6.868466139,3.796269419,5.44576356,5,13.10996043,15.75400904,5.330761685,1048.047981,3560.101162,15.33649502,31,3
1690,npc_cmip3,1393,15.03132344,22.60291272,7.038818819,4.050433151,7.41168725,4,13.14795169,16.50432399,5.603607889,1050.694282,3585.059482,17.43744634,17,2
1721,npc_cmip3,1424,10.31651558,21.44004593,5.025785296,3.966089222,1.942945387,11,9.72690681,12.87260879,5.175345492,1062.146517,3595.74759,19.19955287,26,10
1765,npc_cmip3,1468,10.68107909,26.75521107,5.930306918,6.009392782,7.381047883,4,11.7530464,15.7101331,5.894532839,1000.551952,3543.137287,11.15499509,50,7
1774,npc_cmip3,1477,14.14632009,26.75503107,5.746335227,6.020354359,10.87931931,5,11.39307458,17.02488119,5.040081463,993.8398501,3508.814276,8.792775886,17,2
1780,npc_cmip3,1483,10.43782808,26.75506707,5.930198918,5.353849956,5.774989676,15,10.64276774,15.03088887,4.918167888,1096.263868,3676.54831,31.20930409,6,4
1791,npc_cmip3,1494,12.27755337,26.75513907,7.625151571,4.016517165,4.902836518,13,11.21559533,15.03598752,4.456501012,1015.435178,3526.328035,11.00399195,49,5
1842,npc_cmip3,1545,11.94044882,23.31491331,6.536598965,4.23081286,4.513624559,16,8.613236765,13.9557667,4.842376064,1019.246361,3536.913158,11.87376452,23,5
1885,npc_cmip3,1588,12.06306894,21.6433988,5.275221878,5.120519457,9.962511061,7,12.11206717,17.86781092,5.163681942,1045.099642,3553.235814,14.6496546,47,3
1919,npc_cmip3,1622,10.16170624,20.71614305,5.925517792,3.994931413,6.608965153,9,9.583827682,11.61870465,4.517334975,1070.19428,3602.513393,20.43427235,24,8
1935,npc_cmip3,1638,11.06683677,21.16332543,6.689419286,3.580814281,2.446702049,13,10.04600561,13.59400821,4.949833769,1074.96099,3603.800807,20.93525404,22,5
1954,npc_cmip3,1657,10.2546681,23.10298095,6.589422279,4.690981192,7.865509261,8,9.187766592,14.55712453,5.955149982,1060.790446,3599.125778,19.39576076,38,8
1993,npc_cmip3,1696,10.93242451,18.15115177,6.143709524,3.46881958,5.150069938,13,9.551907844,13.47778718,4.834204677,1099.027917,3660.711421,29.31291916,8,6
2012,npc_cmip3,1715,15.25460575,22.1200851,9.363595749,4.224363059,8.688189467,4,13.46536341,17.5749651,5.422161879,1102.408169,3611.58797,24.02267496,3,2
2021,npc_cmip3,1724,14.40279923,22.03675703,9.363679749,4.102080831,8.23927147,3,13.38535965,16.09649247,4.726281535,1094.74841,3644.591356,26.92374247,14,1
2026,npc_cmip3,1729,16.74316332,22.74367987,9.363715749,4.589907579,9.318237385,6,14.34094554,17.60381799,5.398314943,900.5223111,3474.24876,3.22720455,43,2
2047,npc_cmip3,1750,12.34896082,22.03682903,9.363631749,4.644037125,9.434334565,5,12.70741146,16.05913339,5.720379198,1056.085552,3558.973254,15.84321761,33,3
2065,npc_cmip3,1768,15.7634153,25.35934027,9.867039557,4.441805629,7.905037512,3,14.70495148,18.8971832,5.064138402,1032.580819,3538.345704,12.82103884,42,2
2066,npc_cmip3,1769,18.65491969,32.46879452,7.219344074,5.172739515,6.314924535,2,16.55355991,20.24692884,5.411035646,909.00954,3437.459414,2.15026315,42,2
2083,npc_cmip3,1786,15.7633433,32.46893852,7.219032074,5.217226287,6.61225713,5,14.65824318,19.74918496,5.67745146,1050.974474,3593.29751,18.15236244,43,2
2086,npc_cmip3,1789,16.70686684,32.46896252,7.219104074,5.910250607,7.197782853,3,15.39098415,18.54386383,5.772763741,1057.979127,3580.260113,17.58560696,43,2
2094,npc_cmip3,1797,17.48532586,25.35937627,11.26485511,4.088710418,7.468771307,2,16.84247707,18.87733849,5.204897617,1025.964013,3552.930461,13.33882021,41,0
2095,npc_cmip3,1798,17.10767263,23.0956611,7.219140074,4.865027753,7.68571036,3,14.58932278,17.10715393,4.578459194,1039.700601,3570.277663,15.49605149,43,2
2100,npc_cmip3,1803,16.06899966,31.99800757,11.79130533,4.285988462,4.757822488,3,15.59536397,20.87224595,5.895643127,1059.684622,3619.676932,21.27654071,28,1
2121,npc_cmip3,1824,16.06899366,31.99781557,10.4263179,4.398848522,7.163613408,2,15.16330261,18.30425438,5.651677982,1041.77372,3563.172366,15.11419324,42,2
2131,npc_cmip3,1834,15.12237841,22.46872267,7.32166855,4.843737308,8.16053697,5,13.63223427,18.16533322,5.970750046,1083.600634,3608.734273,22.11000683,16,2
2137,npc_cmip3,1840,16.42714581,22.46874667,11.07154465,4.059030285,8.53680754,3,14.85106153,19.05957541,5.816683256,991.8308513,3505.213331,8.499231263,44,3
2148,npc_cmip3,1851,19.07841845,33.59353568,7.865265366,6.162200976,5.285965785,1,17.2515513,21.78713556,5.182150202,1021.539133,3551.165699,12.93757328,40,0
2150,npc_cmip3,1853,17.32931079,26.59594884,5.849478049,3.906729357,3.456315117,1,16.02843916,18.24229805,5.414561751,1064.610454,3594.189233,19.25302522,27,0
2169,npc_cmip3,1872,19.04807843,33.59363168,5.849358049,7.952579014,10.11886694,3,13.20639902,20.75247559,5.975472845,1080.386665,3621.524506,23.11169269,44,3
2182,npc_cmip3,1885,18.22326953,26.59593684,7.865289366,4.704541043,5.374865445,1,16.12229135,19.14651453,4.206909109,1027.604968,3530.702725,12.02799361,40,0
2193,npc_cmip3,1896,17.53724973,21.5674865,5.849694049,3.856522833,5.14780067,1,15.30030655,18.26639861,5.469122646,1070.960189,3568.213877,17.66012624,28,1
2195,npc_cmip3,1898,18.71828506,33.59353568,12.41026547,3.908624396,4.657924577,1,15.80513099,20.0426815,5.385187878,1067.486105,3612.544483,21.16497981,27,0
2198,npc_cmip3,1901,14.21345073,26.99955919,6.227478185,4.397230546,4.38586727,4,12.99573642,15.73536514,5.322001752,1058.435009,3592.946403,18.67340774,31,3
2204,npc_cmip3,1907,13.13473979,26.99949919,5.803753306,6.554300361,8.76156469,5,11.34109058,19.12560182,4.685805451,1064.32091,3615.181753,21.17718981,46,3
2220,npc_cmip3,1923,12.53395631,22.12087376,6.227346185,4.058370613,3.719173205,9,10.8269472,14.14905934,5.694623011,1085.016733,3642.222452,25.80209452,7,4
2243,npc_cmip3,1946,10.99929429,26.99954719,5.803705306,5.380148114,8.634768666,5,9.811190638,15.62875814,4.420623726,1054.083736,3549.478473,15.04414632,52,7
2249,npc_cmip3,1952,10.73943246,22.04936092,8.901344326,3.580024325,1.327855444,11,10.31825654,13.73927796,4.245321457,1060.335834,3579.605781,17.71135059,50,7
2253,npc_cmip3,1956,10.85901798,22.04939692,8.260416431,3.662574898,1.0339192,14,10.24309445,14.66262391,5.058674061,1049.902695,3564.285295,15.77055562,52,7
2254,npc_cmip3,1957,10.70461003,18.69861411,8.260656431,2.531066778,0.810898622,9,10.66671866,12.46632647,5.621852685,1090.219911,3618.697386,23.65295018,10,9
2278,npc_cmip3,1981,10.30235588,22.04921692,8.260452431,3.311062321,1.691872541,11,10.29699664,12.47379676,5.532686806,1022.109866,3554.785254,13.21985682,38,8
2284,npc_cmip3,1987,10.32456515,18.69886611,8.2636984,2.482866178,1.369782918,12,10.27946223,12.06611684,4.720886865,1109.542097,3700,35.91836903,9,6
2316,npc_cmip3,2019,15.75820336,26.20145735,6.239755473,4.554861412,5.034840442,3,12.76714124,16.71430285,5.930519381,1070.459987,3617.701398,21.91172542,47,3
2327,npc_cmip3,2030,14.5495391,21.30699293,6.240019473,3.342705961,4.711707825,5,13.20788616,15.11170857,5.11425862,1061.218086,3624.017144,21.84616261,18,3
2349,npc_cmip3,2052,13.09554545,23.0585488,10.09743278,4.748078934,9.32112601,4,12.96312197,18.8650094,5.871683144,1107.420628,3661.922192,30.23004401,18,3
2366,npc_cmip3,2069,14.29486595,24.09119827,9.835023557,4.74378181,8.723216932,5,14.06270113,17.30625699,5.716913829,1080.268943,3637.44288,24.84671581,29,2
2367,npc_cmip3,2070,18.6039909,24.09104227,9.539225161,5.005432698,10.2166513,4,15.87024362,18.12281921,5.26387921,1077.144802,3616.353033,22.31563617,28,1
2373,npc_cmip3,2076,18.42664411,22.11614984,9.835167557,4.511269556,9.16847312,2,15.041878,18.48258867,5.588957367,1051.415015,3564.601071,15.90313212,28,1
2376,npc_cmip3,2079,16.71400377,23.0583928,9.539177161,4.999747629,10.16017823,2,14.45842037,18.82087419,5.501045689,1089.894725,3647.292341,26.82625407,27,0
2380,npc_cmip3,2083,18.03481716,22.11600584,9.539201161,4.629075163,9.762824625,3,14.12486287,17.3849941,5.190371064,1107.080085,3655.33416,29.35171934,14,1
2397,npc_cmip3,2100,12.664324,24.09098227,9.538985161,4.791864898,8.77917912,8,10.82597976,16.89166472,5.44830073,1094.89941,3664.808489,29.48635222,1,1
2407,npc_cmip3,2110,14.98511415,21.89055911,7.087889972,4.087884954,6.035857272,4,11.40473165,16.01778616,4.215779613,1101.90544,3623.93411,25.22757923,15,1
2413,npc_cmip3,2116,13.67227524,20.19457874,9.557791427,2.942278223,4.6185566,6,12.45508688,15.26122114,5.583359788,979.9304242,3500.188375,7.62713728,50,7
2415,npc_cmip3,2118,13.29244148,21.89076311,7.087925972,3.790348159,5.88380196,6,11.23378017,16.28011543,4.555546104,1093.707792,3657.952516,28.48804902,19,3
2445,npc_cmip3,2148,13.28412671,21.89498719,10.11129959,4.283336028,8.384907027,4,13.57184228,17.67266764,4.497899152,1020.523827,3536.774427,11.94501412,43,2
2484,npc_cmip3,2187,14.65360527,29.54228975,10.75963123,5.353913136,9.061163803,5,14.00145416,16.8402357,5.547070914,1067.188901,3609.526564,20.85137618,1,1
2490,npc_cmip3,2193,12.9706569,24.80349598,7.734353684,3.703669605,3.208086863,11,12.45064016,15.36588201,5.703953896,1034.176848,3566.032668,14.80492342,50,7
2523,npc_cmip3,2226,13.55013894,20.86669799,7.353945854,4.046677834,3.95952837,4,12.19687684,15.14408571,4.210265784,987.7457707,3516.774556,8.88931983,48,5
2530,npc_cmip3,2233,12.67708264,19.96727723,7.565243543,3.667121738,4.819296173,6,11.05970567,15.14874897,5.155918494,1037.835255,3548.916442,13.85538698,51,7
2543,npc_cmip3,2246,12.50748666,19.96733723,8.442572496,2.733473358,2.25434598,10,11.35311703,13.71579994,5.791080992,1045.348772,3572.419803,16.05239331,23,5
2570,npc_cmip3,2273,10.45484194,20.10500896,6.32391171,4.155439683,5.34157025,8,10.45476113,12.58949292,4.655074804,1105.813754,3663.578859,30.29991583,8,6
2574,npc_cmip3,2277,9.28319711,20.10504496,5.926163929,4.856354877,8.867195854,6,9.861869074,12.85801061,4.904757892,1011.943476,3533.868684,11.2402007,39,10
2580,npc_cmip3,2283,11.14721872,20.6102351,6.32393571,3.987206228,4.001308768,7,10.59734167,14.51409205,4.870587625,1097.073987,3622.499363,24.64601301,36,5
2584,npc_cmip3,2287,9.038369381,20.6100911,5.926151929,4.037696965,2.927123514,9,9.434554194,11.34211006,4.322997409,1035.618403,3560.645562,14.51174442,39,10
2586,npc_cmip3,2289,10.55035902,20.6103311,5.926439929,5.436874502,10.98181303,5,11.04515632,15.42348486,5.662301684,959.9943456,3490.565996,6.215622582,52,7
2607,npc_cmip3,2310,14.61365339,22.25480709,8.623767251,4.391465788,8.304200075,4,12.47806603,16.20701018,5.049109197,1082.755668,3618.857225,23.03388449,45,3
2629,npc_cmip3,2332,14.04812142,22.25481909,9.2565225,4.131857662,7.18463003,6,13.0153735,15.55107459,5.739523503,1049.108027,3577.723056,16.73213576,4,4
2665,npc_cmip3,2368,12.83138651,17.96422725,7.972545576,3.251355835,5.20770059,7,10.5541342,14.36215066,4.882182677,1058.254646,3565.169819,16.45059483,23,5
2684,npc_cmip3,2387,13.4969134,16.83895028,6.789793592,2.337873434,3.64380567,6,12.20969368,13.41361179,5.644652551,1047.012404,3564.857351,15.60508973,36,5
2694,npc_cmip3,2397,13.58823102,16.85997384,8.520579456,2.60802082,4.780122367,5,11.53206927,14.18646337,5.462761657,1076.000309,3617.017221,22.28885899,21,3
2697,npc_cmip3,2400,14.83481853,17.96419125,6.789925592,3.155123448,5.160640577,3,11.84947209,13.93548317,4.525955406,1044.89817,3574.669836,16.19379035,33,3
2717,npc_cmip3,2420,13.07939376,21.69140691,5.913547002,5.25819107,9.096633955,3,11.81109687,15.33341778,4.964264987,1082.783936,3647.394032,26.23366811,4,4
2719,npc_cmip3,2422,13.11140511,21.69137091,5.729923638,5.734278249,10.70518579,4,10.43938113,16.25043362,5.365230686,990.7163367,3533.361848,10.00298323,47,3
2762,npc_cmip3,2465,16.12956975,29.27577772,10.37041622,5.369687464,8.34137543,4,14.32547718,20.08287472,4.240317425,1054.495938,3568.319249,16.40322653,41,0
2764,npc_cmip3,2467,15.39690169,28.27353377,10.18426226,4.23210961,6.821345375,3,14.63893616,17.42827621,4.990781813,1089.587396,3664.088711,28.92823166,28,1
2771,npc_cmip3,2474,15.82058896,29.27571772,10.18426226,4.468179252,7.637777605,3,14.01884458,16.80702637,5.842747314,1082.303228,3596.855627,20.91326978,2,2
2776,npc_cmip3,2479,15.7957782,29.27575372,8.77330609,4.994769033,7.964423143,3,13.61216881,18.14634343,5.691243851,1066.263308,3581.763687,18.34102986,15,1
2789,npc_cmip3,2492,16.78660201,21.0739232,8.77321009,4.150367712,7.99800368,2,14.41568635,18.55701398,5.805632394,1042.479691,3559.077309,14.87091233,44,3
2790,npc_cmip3,2493,16.40224496,28.27370177,9.880551254,4.484998567,7.86756948,5,13.33938615,18.30692289,5.981031923,1056.199206,3592.637022,18.47929944,18,3
2797,npc_cmip3,2500,15.82039096,20.50914576,8.77351009,3.862003576,7.48824385,8,12.33203545,16.93616387,5.855370498,993.6108159,3526.636264,9.76051157,44,3
2801,npc_cmip3,2504,17.1281856,30.55968747,8.657720571,6.021322211,9.11047038,2,14.93209508,19.55550454,5.777343198,1023.422669,3561.142159,13.74842965,27,0
2824,npc_cmip3,2527,15.13480149,26.34779347,8.932309694,4.269330716,6.35362164,2,13.53985267,16.70059952,4.590667136,1097.506303,3614.856847,23.90451715,14,1
2826,npc_cmip3,2529,14.37526158,30.55989147,8.420472436,5.925428474,8.92755149,5,12.330253,19.65458664,5.609218969,1069.285498,3598.196153,19.97237789,46,3
2827,npc_cmip3,2530,15.61082882,30.55984347,8.657756571,5.046388198,6.212375503,3,14.81320794,18.18108458,4.219607048,1016.858557,3520.065346,10.73483772,42,2
2845,npc_cmip3,2548,13.58634066,27.13790232,8.420436436,6.15200709,7.335956377,4,13.31089843,19.30624935,5.685870498,939.1502018,3495.382096,5.547651956,46,3
2849,npc_cmip3,2552,13.27927319,20.61593735,8.099163557,4.441148133,7.952820565,8,11.70738883,15.88524094,5.346066663,971.2588507,3527.632739,8.671877071,46,3
2859,npc_cmip3,2562,12.64632336,29.36728944,7.216038231,6.248626574,9.887038688,3,12.0626317,16.964555,5.615623704,1055.814385,3576.808935,17.15051527,48,5
2872,npc_cmip3,2575,15.99313378,29.36721744,7.215870231,5.639359792,10.13135891,4,12.61463041,19.58865885,5.015555876,1083.81168,3612.638548,22.50253519,44,3
2873,npc_cmip3,2576,14.61307808,25.1662356,8.099127557,4.742679921,10.05704772,3,13.13758421,17.51963555,5.242468269,1013.661806,3540.78539,11.77296674,2,2
2875,npc_cmip3,2578,14.84550864,29.36709744,8.380425313,6.047463554,9.730327937,4,13.41624872,19.66892358,5.361007237,963.8549102,3511.326286,7.414964938,44,3
2881,npc_cmip3,2584,14.61296408,29.36726544,7.215882231,6.501768722,9.870856845,4,13.93241172,17.43797181,5.630865539,1048.717139,3577.486494,16.68541549,43,2
2896,npc_cmip3,2599,15.49679461,29.36727744,8.380437313,5.815503058,10.08587989,3,13.99578176,19.49367212,5.655061959,1056.264671,3592.160979,18.44312241,17,2
2916,npc_cmip3,2619,9.060127933,24.09809092,6.121101914,3.845258049,0.975317855,14,8.720244654,10.70235899,5.745498951,1091.153866,3634.956043,25.48600066,12,10
2918,npc_cmip3,2621,10.70749063,13.47083771,8.211426646,1.665939321,3.07741123,30,10.45919914,11.20923209,4.648977738,1079.859869,3656.524794,27.12556045,10,9
2923,npc_cmip3,2626,10.17890673,24.09793492,6.120945914,4.35625492,4.786944705,15,9.18418995,12.93033188,5.909107355,1086.896708,3683.042812,31.32555374,9,6
2926,npc_cmip3,2629,9.267810234,24.09804292,6.120993914,4.360878816,3.504006375,11,10.14671777,11.94565791,4.861990275,1108.351915,3665.864802,30.83649138,9,6
2934,npc_cmip3,2637,9.580346714,24.09804292,6.121185914,3.624158492,2.995553257,13,9.688898653,12.62458549,4.370985311,1052.486106,3568.11148,16.2400642,37,8
